ARO Accession,CVTERM ID,Model Sequence ID,Model ID,Model Name,ARO Name,Protein Accession,DNA Accession,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name,ARO Category,drug_class_list,ARO Accession_encoded,Model Name_encoded,ARO Name_encoded,CARD Short Name_encoded,AMR Gene Family_encoded,Drug Class_encoded,Resistance Mechanism_encoded,ARO Category_encoded,drug_class_list_encoded
ARO:3003307,39891,5308,1696,Salmonella serovars gyrB conferring resistance to fluoroquinolones,Salmonella serovars gyrB conferring resistance to fluoroquinolones,AAL22694.1,AE006468.2,fluoroquinolone resistant gyrB,aminocoumarin antibiotic;fluoroquinolone antibiotic,antibiotic target alteration,Sser_gyrB_FLO,,aminocoumarin antibiotic,2209,5378,5376,5428,429,9,7,-1,0
ARO:3003307,39891,5308,1696,Salmonella serovars gyrB conferring resistance to fluoroquinolones,Salmonella serovars gyrB conferring resistance to fluoroquinolones,AAL22694.1,AE006468.2,fluoroquinolone resistant gyrB,aminocoumarin antibiotic;fluoroquinolone antibiotic,antibiotic target alteration,Sser_gyrB_FLO,,fluoroquinolone antibiotic,2209,5378,5376,5428,429,9,7,-1,12
ARO:3003317,39901,5465,1323,Salmonella serovars parE conferring resistance to fluoroquinolones,Salmonella serovars parE conferring resistance to fluoroquinolones,AAL22055.1,AE006468.2,fluoroquinolone resistant parE,fluoroquinolone antibiotic,antibiotic target alteration,Sser_parE_FLO,,fluoroquinolone antibiotic,2218,5379,5377,5429,431,88,7,-1,12
ARO:3003383,39967,5363,1671,Salmonella serovars soxS with mutation conferring antibiotic resistance,Salmonella serovars soxS with mutation conferring antibiotic resistance,AAL23089.1,AE006468.2,ATP-binding cassette (ABC) antibiotic efflux pump;General Bacterial Porin with reduced permeability to beta-lactams;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;monobactam;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux;antibiotic target alteration;reduced permeability to antibiotic,Sent_soxS_MULT,,carbapenem,2243,5380,5378,5406,52,44,2,-1,5
ARO:3003383,39967,5363,1671,Salmonella serovars soxS with mutation conferring antibiotic resistance,Salmonella serovars soxS with mutation conferring antibiotic resistance,AAL23089.1,AE006468.2,ATP-binding cassette (ABC) antibiotic efflux pump;General Bacterial Porin with reduced permeability to beta-lactams;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;monobactam;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux;antibiotic target alteration;reduced permeability to antibiotic,Sent_soxS_MULT,,cephalosporin,2243,5380,5378,5406,52,44,2,-1,6
ARO:3003383,39967,5363,1671,Salmonella serovars soxS with mutation conferring antibiotic resistance,Salmonella serovars soxS with mutation conferring antibiotic resistance,AAL23089.1,AE006468.2,ATP-binding cassette (ABC) antibiotic efflux pump;General Bacterial Porin with reduced permeability to beta-lactams;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;monobactam;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux;antibiotic target alteration;reduced permeability to antibiotic,Sent_soxS_MULT,,disinfecting agents and antiseptics,2243,5380,5378,5406,52,44,2,-1,10
ARO:3003383,39967,5363,1671,Salmonella serovars soxS with mutation conferring antibiotic resistance,Salmonella serovars soxS with mutation conferring antibiotic resistance,AAL23089.1,AE006468.2,ATP-binding cassette (ABC) antibiotic efflux pump;General Bacterial Porin with reduced permeability to beta-lactams;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;monobactam;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux;antibiotic target alteration;reduced permeability to antibiotic,Sent_soxS_MULT,,fluoroquinolone antibiotic,2243,5380,5378,5406,52,44,2,-1,12
ARO:3003383,39967,5363,1671,Salmonella serovars soxS with mutation conferring antibiotic resistance,Salmonella serovars soxS with mutation conferring antibiotic resistance,AAL23089.1,AE006468.2,ATP-binding cassette (ABC) antibiotic efflux pump;General Bacterial Porin with reduced permeability to beta-lactams;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;monobactam;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux;antibiotic target alteration;reduced permeability to antibiotic,Sent_soxS_MULT,,glycylcycline,2243,5380,5378,5406,52,44,2,-1,15
ARO:3003383,39967,5363,1671,Salmonella serovars soxS with mutation conferring antibiotic resistance,Salmonella serovars soxS with mutation conferring antibiotic resistance,AAL23089.1,AE006468.2,ATP-binding cassette (ABC) antibiotic efflux pump;General Bacterial Porin with reduced permeability to beta-lactams;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;monobactam;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux;antibiotic target alteration;reduced permeability to antibiotic,Sent_soxS_MULT,,monobactam,2243,5380,5378,5406,52,44,2,-1,20
ARO:3003383,39967,5363,1671,Salmonella serovars soxS with mutation conferring antibiotic resistance,Salmonella serovars soxS with mutation conferring antibiotic resistance,AAL23089.1,AE006468.2,ATP-binding cassette (ABC) antibiotic efflux pump;General Bacterial Porin with reduced permeability to beta-lactams;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;monobactam;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux;antibiotic target alteration;reduced permeability to antibiotic,Sent_soxS_MULT,,penicillin beta-lactam,2243,5380,5378,5406,52,44,2,-1,29
ARO:3003383,39967,5363,1671,Salmonella serovars soxS with mutation conferring antibiotic resistance,Salmonella serovars soxS with mutation conferring antibiotic resistance,AAL23089.1,AE006468.2,ATP-binding cassette (ABC) antibiotic efflux pump;General Bacterial Porin with reduced permeability to beta-lactams;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;monobactam;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux;antibiotic target alteration;reduced permeability to antibiotic,Sent_soxS_MULT,,phenicol antibiotic,2243,5380,5378,5406,52,44,2,-1,31
ARO:3003383,39967,5363,1671,Salmonella serovars soxS with mutation conferring antibiotic resistance,Salmonella serovars soxS with mutation conferring antibiotic resistance,AAL23089.1,AE006468.2,ATP-binding cassette (ABC) antibiotic efflux pump;General Bacterial Porin with reduced permeability to beta-lactams;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;monobactam;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux;antibiotic target alteration;reduced permeability to antibiotic,Sent_soxS_MULT,,rifamycin antibiotic,2243,5380,5378,5406,52,44,2,-1,36
ARO:3003383,39967,5363,1671,Salmonella serovars soxS with mutation conferring antibiotic resistance,Salmonella serovars soxS with mutation conferring antibiotic resistance,AAL23089.1,AE006468.2,ATP-binding cassette (ABC) antibiotic efflux pump;General Bacterial Porin with reduced permeability to beta-lactams;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;monobactam;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux;antibiotic target alteration;reduced permeability to antibiotic,Sent_soxS_MULT,,tetracycline antibiotic,2243,5380,5378,5406,52,44,2,-1,44
ARO:3002895,39329,584,1285,SAT-2,SAT-2,BAD95494.1,AB211124.1,streptothricin acetyltransferase (SAT),nucleoside antibiotic,antibiotic inactivation,SAT-2,,nucleoside antibiotic,1949,5106,5104,5105,520,137,5,-1,24
ARO:3002898,39332,673,531,SAT-3,SAT-3,CAA88265.1,Z48231.1,streptothricin acetyltransferase (SAT),nucleoside antibiotic,antibiotic inactivation,SAT-3,,nucleoside antibiotic,1951,5107,5105,5106,520,137,5,-1,24
ARO:3002897,39331,459,1505,SAT-4,SAT-4,AAB53445.1,U01945.1,streptothricin acetyltransferase (SAT),nucleoside antibiotic,antibiotic inactivation,SAT-4,,nucleoside antibiotic,1950,5108,5106,5107,520,137,5,-1,24
ARO:3005045,43243,6081,3788,SatA,SatA,AAP26981.1,AE016879.1,streptothricin acetyltransferase (SAT),nucleoside antibiotic,antibiotic inactivation,SatA,,nucleoside antibiotic,3085,5381,5379,5369,520,137,5,-1,24
ARO:3000489,36628,4538,432,sav1866,sav1866,WP_000597238.1,NC_002745.2,ATP-binding cassette (ABC) antibiotic efflux pump,disinfecting agents and antiseptics,antibiotic efflux,sav1866,,disinfecting agents and antiseptics,84,6237,6234,6237,51,74,0,-1,10
ARO:3004856,42992,6282,3653,SCO-1,SCO-1,ABL75133.1,EF063111.1,SCO beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,SCO-1,,cephalosporin,2998,5109,5107,5108,296,67,5,-1,6
ARO:3004856,42992,6282,3653,SCO-1,SCO-1,ABL75133.1,EF063111.1,SCO beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,SCO-1,,penicillin beta-lactam,2998,5109,5107,5108,296,67,5,-1,29
ARO:3000826,37206,5397,228,sdiA,sdiA,AAL20862.1,AE006468.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,sdiA,,cephalosporin,183,6238,6235,6238,503,58,0,-1,6
ARO:3000826,37206,5397,228,sdiA,sdiA,AAL20862.1,AE006468.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,sdiA,,disinfecting agents and antiseptics,183,6238,6235,6238,503,58,0,-1,10
ARO:3000826,37206,5397,228,sdiA,sdiA,AAL20862.1,AE006468.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,sdiA,,fluoroquinolone antibiotic,183,6238,6235,6238,503,58,0,-1,12
ARO:3000826,37206,5397,228,sdiA,sdiA,AAL20862.1,AE006468.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,sdiA,,glycylcycline,183,6238,6235,6238,503,58,0,-1,15
ARO:3000826,37206,5397,228,sdiA,sdiA,AAL20862.1,AE006468.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,sdiA,,penicillin beta-lactam,183,6238,6235,6238,503,58,0,-1,29
ARO:3000826,37206,5397,228,sdiA,sdiA,AAL20862.1,AE006468.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,sdiA,,phenicol antibiotic,183,6238,6235,6238,503,58,0,-1,31
ARO:3000826,37206,5397,228,sdiA,sdiA,AAL20862.1,AE006468.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,sdiA,,rifamycin antibiotic,183,6238,6235,6238,503,58,0,-1,36
ARO:3000826,37206,5397,228,sdiA,sdiA,AAL20862.1,AE006468.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,sdiA,,tetracycline antibiotic,183,6238,6235,6238,503,58,0,-1,44
ARO:3007013,45482,8125,5729,sdrM,sdrM,BAB43261.1,BA000018.3,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic,antibiotic efflux,sdrM,,disinfecting agents and antiseptics,4930,6239,6236,6239,474,75,0,-1,10
ARO:3007013,45482,8125,5729,sdrM,sdrM,BAB43261.1,BA000018.3,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic,antibiotic efflux,sdrM,,fluoroquinolone antibiotic,4930,6239,6236,6239,474,75,0,-1,12
ARO:3003561,40167,3310,1294,SED-1,SED-1,AAK63223.1,AF321608.1,SED beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,SED-1,,cephalosporin,2318,5110,5108,5109,297,67,5,-1,6
ARO:3003561,40167,3310,1294,SED-1,SED-1,AAK63223.1,AF321608.1,SED beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,SED-1,,penicillin beta-lactam,2318,5110,5108,5109,297,67,5,-1,29
ARO:3009044,47836,11289,8462,SED-2,SED-2,WWB25208.1,PP336699.1,SED beta-lactamase,penicillin beta-lactam,antibiotic inactivation,SED-2,,penicillin beta-lactam,6384,5111,5109,5110,297,140,5,-1,29
ARO:3007012,45481,8124,5728,sepA,sepA,WP_042355600.1,NC_016941.1,small multidrug resistance (SMR) antibiotic efflux pump,disinfecting agents and antiseptics,antibiotic efflux,sepA,,disinfecting agents and antiseptics,4929,6240,6237,6240,514,74,0,-1,10
ARO:3004128,41254,5857,2790,Serratia marcescens Omp1,Serratia marcescens Omp1,AIA49384.1,CP005927.1,General Bacterial Porin with reduced permeability to beta-lactams,carbapenem;cephalosporin;fluoroquinolone antibiotic;monobactam;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,reduced permeability to antibiotic;resistance by absence,Smar_Omp1,,carbapenem,2652,5382,5380,5416,160,45,12,-1,5
ARO:3004128,41254,5857,2790,Serratia marcescens Omp1,Serratia marcescens Omp1,AIA49384.1,CP005927.1,General Bacterial Porin with reduced permeability to beta-lactams,carbapenem;cephalosporin;fluoroquinolone antibiotic;monobactam;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,reduced permeability to antibiotic;resistance by absence,Smar_Omp1,,cephalosporin,2652,5382,5380,5416,160,45,12,-1,6
ARO:3004128,41254,5857,2790,Serratia marcescens Omp1,Serratia marcescens Omp1,AIA49384.1,CP005927.1,General Bacterial Porin with reduced permeability to beta-lactams,carbapenem;cephalosporin;fluoroquinolone antibiotic;monobactam;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,reduced permeability to antibiotic;resistance by absence,Smar_Omp1,,fluoroquinolone antibiotic,2652,5382,5380,5416,160,45,12,-1,12
ARO:3004128,41254,5857,2790,Serratia marcescens Omp1,Serratia marcescens Omp1,AIA49384.1,CP005927.1,General Bacterial Porin with reduced permeability to beta-lactams,carbapenem;cephalosporin;fluoroquinolone antibiotic;monobactam;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,reduced permeability to antibiotic;resistance by absence,Smar_Omp1,,monobactam,2652,5382,5380,5416,160,45,12,-1,20
ARO:3004128,41254,5857,2790,Serratia marcescens Omp1,Serratia marcescens Omp1,AIA49384.1,CP005927.1,General Bacterial Porin with reduced permeability to beta-lactams,carbapenem;cephalosporin;fluoroquinolone antibiotic;monobactam;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,reduced permeability to antibiotic;resistance by absence,Smar_Omp1,,penicillin beta-lactam,2652,5382,5380,5416,160,45,12,-1,29
ARO:3004128,41254,5857,2790,Serratia marcescens Omp1,Serratia marcescens Omp1,AIA49384.1,CP005927.1,General Bacterial Porin with reduced permeability to beta-lactams,carbapenem;cephalosporin;fluoroquinolone antibiotic;monobactam;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,reduced permeability to antibiotic;resistance by absence,Smar_Omp1,,phenicol antibiotic,2652,5382,5380,5416,160,45,12,-1,31
ARO:3004128,41254,5857,2790,Serratia marcescens Omp1,Serratia marcescens Omp1,AIA49384.1,CP005927.1,General Bacterial Porin with reduced permeability to beta-lactams,carbapenem;cephalosporin;fluoroquinolone antibiotic;monobactam;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,reduced permeability to antibiotic;resistance by absence,Smar_Omp1,,tetracycline antibiotic,2652,5382,5380,5416,160,45,12,-1,44
ARO:3003557,40160,3311,614,SFB-1,SFB-1,AAT90847.1,AY590119.1,SHW beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,SFB-1,,cephalosporin,2315,5112,5110,5111,306,67,5,-1,6
ARO:3003557,40160,3311,614,SFB-1,SFB-1,AAT90847.1,AY590119.1,SHW beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,SFB-1,,penicillin beta-lactam,2315,5112,5110,5111,306,67,5,-1,29
ARO:3006985,45447,8017,5642,SFC-1,SFC-1,WP_024531321.1,NG_049980.1,SFC beta-lactamase,carbapenem,antibiotic inactivation,SFC-1,,carbapenem,4904,5113,5111,5112,298,41,5,-1,5
ARO:3009045,47837,11290,8463,SFC-2,SFC-2,UAN48719.1,CP074147.1,SFC beta-lactamase,carbapenem,antibiotic inactivation,SFC-2,,carbapenem,6385,5114,5112,5113,298,41,5,-1,5
ARO:3009046,47838,11291,8464,SFDC-1,SFDC-1,QUF57747.1,MW896115.1,SFDC beta-lactamase,cephalosporin,antibiotic inactivation,SFDC-1,,cephalosporin,6386,5115,5113,5114,299,55,5,-1,6
ARO:3000849,37229,1878,347,SFH-1,SFH-1,AAF09244.1,AF197943.1,SFH beta-lactamase,carbapenem,antibiotic inactivation,SFH-1,,carbapenem,200,5116,5114,5115,300,41,5,-1,5
ARO:3006986,45448,8018,5643,SFO-1,SFO-1,WP_032489477.1,NG_049982.1,SFO beta-lactamase,carbapenem,antibiotic inactivation,SFO-1,,carbapenem,4905,5117,5115,5116,301,41,5,-1,5
ARO:3000862,37242,3696,2079,sgm,sgm,WP_063978071.1,NG_050600.1,16S rRNA methyltransferase (G1405),aminoglycoside antibiotic,antibiotic target alteration,sgm,,aminoglycoside antibiotic,211,6241,6238,6241,1,13,7,-1,1
ARO:3006987,45449,8019,5644,SGM-1,SGM-1,WP_009821475.1,NG_049983.1,SGM beta-lactamase,carbapenem,antibiotic inactivation,SGM-1,,carbapenem,4906,5118,5116,5117,302,41,5,-1,5
ARO:3006988,45450,8020,5645,SGM-2,SGM-2,WP_041385949.1,NG_049984.2,SGM beta-lactamase,carbapenem,antibiotic inactivation,SGM-2,,carbapenem,4907,5119,5117,5118,302,41,5,-1,5
ARO:3006989,45451,8021,5646,SGM-3,SGM-3,WP_007688792.1,NG_052647.1,SGM beta-lactamase,carbapenem,antibiotic inactivation,SGM-3,,carbapenem,4908,5120,5118,5119,302,41,5,-1,5
ARO:3006990,45452,8022,5647,SGM-4,SGM-4,WP_013846594.1,NG_049986.1,SGM beta-lactamase,carbapenem,antibiotic inactivation,SGM-4,,carbapenem,4909,5121,5119,5120,302,41,5,-1,5
ARO:3006991,45453,8023,5648,SGM-5,SGM-5,WP_007708339.1,NG_049987.1,SGM beta-lactamase,carbapenem,antibiotic inactivation,SGM-5,,carbapenem,4910,5122,5120,5121,302,41,5,-1,5
ARO:3006992,45454,8024,5649,SGM-6,SGM-6,WP_004207704.1,NG_049988.1,SGM beta-lactamase,carbapenem,antibiotic inactivation,SGM-6,,carbapenem,4911,5123,5121,5122,302,41,5,-1,5
ARO:3006993,45455,8025,5650,SGM-7,SGM-7,WP_010337133.1,NG_050614.1,SGM beta-lactamase,carbapenem,antibiotic inactivation,SGM-7,,carbapenem,4912,5124,5122,5123,302,41,5,-1,5
ARO:3007017,45486,8128,5732,SHD-1,SHD-1,WP_011495276.1,NG_077967.1,SHD beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,SHD-1,,carbapenem,4933,5125,5123,5124,303,42,5,-1,5
ARO:3007017,45486,8128,5732,SHD-1,SHD-1,WP_011495276.1,NG_077967.1,SHD beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,SHD-1,,cephalosporin,4933,5125,5123,5124,303,42,5,-1,6
ARO:3007509,46278,8687,5965,Shigella flexneri acrA,Shigella flexneri acrA,NP_706356.2,NC_004337.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,Sfle_acrA,,cephalosporin,5137,5383,5381,5407,503,58,0,-1,6
ARO:3007509,46278,8687,5965,Shigella flexneri acrA,Shigella flexneri acrA,NP_706356.2,NC_004337.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,Sfle_acrA,,disinfecting agents and antiseptics,5137,5383,5381,5407,503,58,0,-1,10
ARO:3007509,46278,8687,5965,Shigella flexneri acrA,Shigella flexneri acrA,NP_706356.2,NC_004337.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,Sfle_acrA,,fluoroquinolone antibiotic,5137,5383,5381,5407,503,58,0,-1,12
ARO:3007509,46278,8687,5965,Shigella flexneri acrA,Shigella flexneri acrA,NP_706356.2,NC_004337.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,Sfle_acrA,,glycylcycline,5137,5383,5381,5407,503,58,0,-1,15
ARO:3007509,46278,8687,5965,Shigella flexneri acrA,Shigella flexneri acrA,NP_706356.2,NC_004337.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,Sfle_acrA,,penicillin beta-lactam,5137,5383,5381,5407,503,58,0,-1,29
ARO:3007509,46278,8687,5965,Shigella flexneri acrA,Shigella flexneri acrA,NP_706356.2,NC_004337.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,Sfle_acrA,,phenicol antibiotic,5137,5383,5381,5407,503,58,0,-1,31
ARO:3007509,46278,8687,5965,Shigella flexneri acrA,Shigella flexneri acrA,NP_706356.2,NC_004337.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,Sfle_acrA,,rifamycin antibiotic,5137,5383,5381,5407,503,58,0,-1,36
ARO:3007509,46278,8687,5965,Shigella flexneri acrA,Shigella flexneri acrA,NP_706356.2,NC_004337.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,Sfle_acrA,,tetracycline antibiotic,5137,5383,5381,5407,503,58,0,-1,44
ARO:3003940,40664,5265,2411,Shigella flexneri gyrA conferring resistance to fluoroquinolones,Shigella flexneri gyrA conferring resistance to fluoroquinolones,AAN43827.1,AE005674.2,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,Sfle_gyrA_FLO,,fluoroquinolone antibiotic,2560,5384,5382,5408,428,97,7,-1,12
ARO:3003940,40664,5265,2411,Shigella flexneri gyrA conferring resistance to fluoroquinolones,Shigella flexneri gyrA conferring resistance to fluoroquinolones,AAN43827.1,AE005674.2,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,Sfle_gyrA_FLO,,nybomycin-like antibiotic,2560,5384,5382,5408,428,97,7,-1,25
ARO:3003941,40666,5263,2412,Shigella flexneri parC conferring resistance to fluoroquinolones,Shigella flexneri parC conferring resistance to fluoroquinolones,AAN44541.1,AE005674.2,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,Sfle_parC_FLO,,fluoroquinolone antibiotic,2561,5385,5383,5409,430,88,7,-1,12
ARO:3006994,45456,8026,5651,SHN-1,SHN-1,WP_011497575.1,NG_059313.1,SHN beta-lactamase,carbapenem,antibiotic inactivation,SHN-1,,carbapenem,4913,5126,5124,5125,304,41,5,-1,5
ARO:3001059,37439,1469,1028,SHV-1,SHV-1,ACR66323.1,FJ668814.1,SHV beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,SHV-1,,cephalosporin,372,5127,5125,5126,305,67,5,-1,6
ARO:3001059,37439,1469,1028,SHV-1,SHV-1,ACR66323.1,FJ668814.1,SHV beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,SHV-1,,penicillin beta-lactam,372,5127,5125,5126,305,67,5,-1,29
ARO:3001338,37738,1542,583,SHV-100,SHV-100,CAQ03505.1,AM941846.1,SHV beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,SHV-100,,cephalosporin,532,5128,5126,5127,305,67,5,-1,6
ARO:3001338,37738,1542,583,SHV-100,SHV-100,CAQ03505.1,AM941846.1,SHV beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,SHV-100,,penicillin beta-lactam,532,5128,5126,5127,305,67,5,-1,29
ARO:3001150,37530,1620,202,SHV-101,SHV-101,ABV72593.1,EU155018.1,SHV beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,SHV-101,,cephalosporin,460,5129,5127,5128,305,67,5,-1,6
