ARO Accession,CVTERM ID,Model Sequence ID,Model ID,Model Name,ARO Name,Protein Accession,DNA Accession,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name,ARO Category,drug_class_list
ARO:3004181,41334,4171,2826,Streptococcus pneumoniae 23S rRNA mutation conferring resistance to macrolides and streptogramins antibiotics,Streptococcus pneumoniae 23S rRNA mutation conferring resistance to macrolides and streptogramins antibiotics,nan,NZ_CP018138.1,23S rRNA with mutation conferring resistance to macrolide antibiotics;23S rRNA with mutation conferring resistance to streptogramins antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Spne_23S_MULT,,streptogramin B antibiotic
ARO:3004181,41334,4171,2826,Streptococcus pneumoniae 23S rRNA mutation conferring resistance to macrolides and streptogramins antibiotics,Streptococcus pneumoniae 23S rRNA mutation conferring resistance to macrolides and streptogramins antibiotics,nan,NZ_CP018138.1,23S rRNA with mutation conferring resistance to macrolide antibiotics;23S rRNA with mutation conferring resistance to streptogramins antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Spne_23S_MULT,,streptogramin antibiotic
ARO:3004170,41320,5408,2817,Streptococcus pneumoniae 23S rRNA with mutation conferring resistance to macrolide antibiotics,Streptococcus pneumoniae 23S rRNA with mutation conferring resistance to macrolide antibiotics,nan,NZ_CP018138.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Spne_23S_MAC,,glycopeptide antibiotic
ARO:3004170,41320,5408,2817,Streptococcus pneumoniae 23S rRNA with mutation conferring resistance to macrolide antibiotics,Streptococcus pneumoniae 23S rRNA with mutation conferring resistance to macrolide antibiotics,nan,NZ_CP018138.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Spne_23S_MAC,,lincosamide antibiotic
ARO:3004170,41320,5408,2817,Streptococcus pneumoniae 23S rRNA with mutation conferring resistance to macrolide antibiotics,Streptococcus pneumoniae 23S rRNA with mutation conferring resistance to macrolide antibiotics,nan,NZ_CP018138.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Spne_23S_MAC,,macrolide antibiotic
ARO:3004170,41320,5408,2817,Streptococcus pneumoniae 23S rRNA with mutation conferring resistance to macrolide antibiotics,Streptococcus pneumoniae 23S rRNA with mutation conferring resistance to macrolide antibiotics,nan,NZ_CP018138.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Spne_23S_MAC,,phenicol antibiotic
ARO:3004170,41320,5408,2817,Streptococcus pneumoniae 23S rRNA with mutation conferring resistance to macrolide antibiotics,Streptococcus pneumoniae 23S rRNA with mutation conferring resistance to macrolide antibiotics,nan,NZ_CP018138.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Spne_23S_MAC,,pleuromutilin antibiotic
ARO:3004170,41320,5408,2817,Streptococcus pneumoniae 23S rRNA with mutation conferring resistance to macrolide antibiotics,Streptococcus pneumoniae 23S rRNA with mutation conferring resistance to macrolide antibiotics,nan,NZ_CP018138.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Spne_23S_MAC,,streptogramin A antibiotic
ARO:3004170,41320,5408,2817,Streptococcus pneumoniae 23S rRNA with mutation conferring resistance to macrolide antibiotics,Streptococcus pneumoniae 23S rRNA with mutation conferring resistance to macrolide antibiotics,nan,NZ_CP018138.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Spne_23S_MAC,,streptogramin B antibiotic
ARO:3004170,41320,5408,2817,Streptococcus pneumoniae 23S rRNA with mutation conferring resistance to macrolide antibiotics,Streptococcus pneumoniae 23S rRNA with mutation conferring resistance to macrolide antibiotics,nan,NZ_CP018138.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Spne_23S_MAC,,streptogramin antibiotic
ARO:3003311,39895,6037,660,Streptococcus pneumoniae parC conferring resistance to fluoroquinolones,Streptococcus pneumoniae parC conferring resistance to fluoroquinolones,NP_358351.1,NC_003098.1,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,Spne_parC_FLO,,fluoroquinolone antibiotic
ARO:3004171,41322,4163,2818,Streptomyces ambofaciens 23S rRNA with mutation conferring resistance to macrolide antibiotics,Streptomyces ambofaciens 23S rRNA with mutation conferring resistance to macrolide antibiotics,nan,NZ_CP012949.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Samb_23S_MAC,,glycopeptide antibiotic
ARO:3004171,41322,4163,2818,Streptomyces ambofaciens 23S rRNA with mutation conferring resistance to macrolide antibiotics,Streptomyces ambofaciens 23S rRNA with mutation conferring resistance to macrolide antibiotics,nan,NZ_CP012949.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Samb_23S_MAC,,lincosamide antibiotic
ARO:3004171,41322,4163,2818,Streptomyces ambofaciens 23S rRNA with mutation conferring resistance to macrolide antibiotics,Streptomyces ambofaciens 23S rRNA with mutation conferring resistance to macrolide antibiotics,nan,NZ_CP012949.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Samb_23S_MAC,,macrolide antibiotic
ARO:3004171,41322,4163,2818,Streptomyces ambofaciens 23S rRNA with mutation conferring resistance to macrolide antibiotics,Streptomyces ambofaciens 23S rRNA with mutation conferring resistance to macrolide antibiotics,nan,NZ_CP012949.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Samb_23S_MAC,,phenicol antibiotic
ARO:3004171,41322,4163,2818,Streptomyces ambofaciens 23S rRNA with mutation conferring resistance to macrolide antibiotics,Streptomyces ambofaciens 23S rRNA with mutation conferring resistance to macrolide antibiotics,nan,NZ_CP012949.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Samb_23S_MAC,,pleuromutilin antibiotic
ARO:3004171,41322,4163,2818,Streptomyces ambofaciens 23S rRNA with mutation conferring resistance to macrolide antibiotics,Streptomyces ambofaciens 23S rRNA with mutation conferring resistance to macrolide antibiotics,nan,NZ_CP012949.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Samb_23S_MAC,,streptogramin A antibiotic
ARO:3004171,41322,4163,2818,Streptomyces ambofaciens 23S rRNA with mutation conferring resistance to macrolide antibiotics,Streptomyces ambofaciens 23S rRNA with mutation conferring resistance to macrolide antibiotics,nan,NZ_CP012949.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Samb_23S_MAC,,streptogramin B antibiotic
ARO:3004171,41322,4163,2818,Streptomyces ambofaciens 23S rRNA with mutation conferring resistance to macrolide antibiotics,Streptomyces ambofaciens 23S rRNA with mutation conferring resistance to macrolide antibiotics,nan,NZ_CP012949.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Samb_23S_MAC,,streptogramin antibiotic
ARO:3007209,45953,8512,5820,Streptomyces venezuelae rox,Streptomyces venezuelae rox,APE19944.1,CP018074.1,rifampin monooxygenase,rifamycin antibiotic,antibiotic inactivation,Sven_rox,,rifamycin antibiotic
ARO:3005083,43292,6116,3818,Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics,Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics,nan,AE017221.1,23S rRNA with mutation conferring resistance to pleuromutilin antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Tthe_23S_PLM,,glycopeptide antibiotic
ARO:3005083,43292,6116,3818,Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics,Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics,nan,AE017221.1,23S rRNA with mutation conferring resistance to pleuromutilin antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Tthe_23S_PLM,,lincosamide antibiotic
ARO:3005083,43292,6116,3818,Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics,Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics,nan,AE017221.1,23S rRNA with mutation conferring resistance to pleuromutilin antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Tthe_23S_PLM,,macrolide antibiotic
ARO:3005083,43292,6116,3818,Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics,Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics,nan,AE017221.1,23S rRNA with mutation conferring resistance to pleuromutilin antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Tthe_23S_PLM,,phenicol antibiotic
ARO:3005083,43292,6116,3818,Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics,Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics,nan,AE017221.1,23S rRNA with mutation conferring resistance to pleuromutilin antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Tthe_23S_PLM,,pleuromutilin antibiotic
ARO:3005083,43292,6116,3818,Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics,Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics,nan,AE017221.1,23S rRNA with mutation conferring resistance to pleuromutilin antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Tthe_23S_PLM,,streptogramin A antibiotic
ARO:3005083,43292,6116,3818,Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics,Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics,nan,AE017221.1,23S rRNA with mutation conferring resistance to pleuromutilin antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Tthe_23S_PLM,,streptogramin B antibiotic
ARO:3005083,43292,6116,3818,Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics,Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics,nan,AE017221.1,23S rRNA with mutation conferring resistance to pleuromutilin antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Tthe_23S_PLM,,streptogramin antibiotic
ARO:3000237,36376,563,826,TolC,TolC,ACN32294.1,FJ768952.1,ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;macrolide antibiotic;penicillin beta-lactam;peptide antibiotic;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,TolC,,aminocoumarin antibiotic
ARO:3000237,36376,563,826,TolC,TolC,ACN32294.1,FJ768952.1,ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;macrolide antibiotic;penicillin beta-lactam;peptide antibiotic;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,TolC,,aminoglycoside antibiotic
ARO:3000237,36376,563,826,TolC,TolC,ACN32294.1,FJ768952.1,ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;macrolide antibiotic;penicillin beta-lactam;peptide antibiotic;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,TolC,,carbapenem
ARO:3000237,36376,563,826,TolC,TolC,ACN32294.1,FJ768952.1,ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;macrolide antibiotic;penicillin beta-lactam;peptide antibiotic;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,TolC,,cephalosporin
ARO:3000237,36376,563,826,TolC,TolC,ACN32294.1,FJ768952.1,ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;macrolide antibiotic;penicillin beta-lactam;peptide antibiotic;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,TolC,,disinfecting agents and antiseptics
ARO:3000237,36376,563,826,TolC,TolC,ACN32294.1,FJ768952.1,ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;macrolide antibiotic;penicillin beta-lactam;peptide antibiotic;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,TolC,,fluoroquinolone antibiotic
ARO:3000237,36376,563,826,TolC,TolC,ACN32294.1,FJ768952.1,ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;macrolide antibiotic;penicillin beta-lactam;peptide antibiotic;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,TolC,,glycylcycline
ARO:3000237,36376,563,826,TolC,TolC,ACN32294.1,FJ768952.1,ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;macrolide antibiotic;penicillin beta-lactam;peptide antibiotic;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,TolC,,macrolide antibiotic
ARO:3000237,36376,563,826,TolC,TolC,ACN32294.1,FJ768952.1,ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;macrolide antibiotic;penicillin beta-lactam;peptide antibiotic;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,TolC,,penicillin beta-lactam
ARO:3000237,36376,563,826,TolC,TolC,ACN32294.1,FJ768952.1,ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;macrolide antibiotic;penicillin beta-lactam;peptide antibiotic;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,TolC,,peptide antibiotic
ARO:3000237,36376,563,826,TolC,TolC,ACN32294.1,FJ768952.1,ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;macrolide antibiotic;penicillin beta-lactam;peptide antibiotic;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,TolC,,phenicol antibiotic
ARO:3000237,36376,563,826,TolC,TolC,ACN32294.1,FJ768952.1,ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;macrolide antibiotic;penicillin beta-lactam;peptide antibiotic;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,TolC,,rifamycin antibiotic
ARO:3000237,36376,563,826,TolC,TolC,ACN32294.1,FJ768952.1,ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;macrolide antibiotic;penicillin beta-lactam;peptide antibiotic;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,TolC,,tetracycline antibiotic
ARO:3007759,46541,8750,6019,Treponema pallidum 23S rRNA with mutation conferring resistance to erythromycin,Treponema pallidum 23S rRNA with mutation conferring resistance to erythromycin,nan,NR_076156.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Tpal_23S_ERY,,glycopeptide antibiotic
ARO:3007759,46541,8750,6019,Treponema pallidum 23S rRNA with mutation conferring resistance to erythromycin,Treponema pallidum 23S rRNA with mutation conferring resistance to erythromycin,nan,NR_076156.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Tpal_23S_ERY,,lincosamide antibiotic
ARO:3007759,46541,8750,6019,Treponema pallidum 23S rRNA with mutation conferring resistance to erythromycin,Treponema pallidum 23S rRNA with mutation conferring resistance to erythromycin,nan,NR_076156.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Tpal_23S_ERY,,macrolide antibiotic
ARO:3007759,46541,8750,6019,Treponema pallidum 23S rRNA with mutation conferring resistance to erythromycin,Treponema pallidum 23S rRNA with mutation conferring resistance to erythromycin,nan,NR_076156.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Tpal_23S_ERY,,phenicol antibiotic
ARO:3007759,46541,8750,6019,Treponema pallidum 23S rRNA with mutation conferring resistance to erythromycin,Treponema pallidum 23S rRNA with mutation conferring resistance to erythromycin,nan,NR_076156.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Tpal_23S_ERY,,pleuromutilin antibiotic
ARO:3007759,46541,8750,6019,Treponema pallidum 23S rRNA with mutation conferring resistance to erythromycin,Treponema pallidum 23S rRNA with mutation conferring resistance to erythromycin,nan,NR_076156.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Tpal_23S_ERY,,streptogramin A antibiotic
ARO:3007759,46541,8750,6019,Treponema pallidum 23S rRNA with mutation conferring resistance to erythromycin,Treponema pallidum 23S rRNA with mutation conferring resistance to erythromycin,nan,NR_076156.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Tpal_23S_ERY,,streptogramin B antibiotic
ARO:3007759,46541,8750,6019,Treponema pallidum 23S rRNA with mutation conferring resistance to erythromycin,Treponema pallidum 23S rRNA with mutation conferring resistance to erythromycin,nan,NR_076156.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Tpal_23S_ERY,,streptogramin antibiotic
ARO:3003060,39494,4186,49,tsnR,tsnR,AAA99931.1,L39157.1,non-erm 23S ribosomal RNA methyltransferase (A1067),peptide antibiotic,antibiotic target alteration,tsnR,,peptide antibiotic
ARO:3004059,41125,5520,2691,Type A NfxB,Type A NfxB,AAG07988.1,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,Type_A_NfxB,,aminocoumarin antibiotic
ARO:3004059,41125,5520,2691,Type A NfxB,Type A NfxB,AAG07988.1,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,Type_A_NfxB,,cephalosporin
ARO:3004059,41125,5520,2691,Type A NfxB,Type A NfxB,AAG07988.1,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,Type_A_NfxB,,diaminopyrimidine antibiotic
ARO:3004059,41125,5520,2691,Type A NfxB,Type A NfxB,AAG07988.1,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,Type_A_NfxB,,fluoroquinolone antibiotic
ARO:3004059,41125,5520,2691,Type A NfxB,Type A NfxB,AAG07988.1,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,Type_A_NfxB,,macrolide antibiotic
